ModuleGroup,Module,Report,ReportKey,CustomerReportKey,AreaName,ControllerName,ActionName,CloudApplicationKey,CloudApplicationActionKey,Querystring,Description,Note
Costing,Advanced Standard Costing,Cost Type Sales Matrix,155,,Costing,StandardCostReports,CostTypeSalesMatrix,668,4776,,"Report showing the Standard Cost of parts broken down by Cost Type.  At a part level, the total is then compared to selling prices and shipped prices.",
Costing,Advanced Standard Costing,Cost Variance by Part Operation,40,,Costing,StandardCostReports,ViewCostVariance,668,2605,,,
Costing,Advanced Standard Costing,Gross Margin,309,216870,Costing,GrossMargin,Index,1107,3731,,,
Costing,Advanced Standard Costing,Gross Margin by Percent,980,,Costing,GrossMargin,ViewGrossMarginByPercent,1107,22810,,,
Costing,Advanced Standard Costing,Gross Margin Forecast,308,216871,Costing,GrossMargin,GrossMarginForecastView,1107,5670,,,
Costing,Advanced Standard Costing,Inventory Adj Summarized by Container,1000,,VisionPlex,screen,Index,2249,6556,__actionKey=6556,,
Costing,Advanced Standard Costing,Inventory Snapshots,5602,,Costing,InventorySnapshot,Index,4376,10114,,,
Costing,Advanced Standard Costing,Inventory Types for Parts with Cost Models,1406,,VisionPlex,screen,Index,2248,6555,__actionKey=6555,,
Costing,Advanced Standard Costing,Production Cost By Workcenter Type,1344,,VisionPlex,screen,Index,2182,6489,__actionKey=6489,,
Costing,Advanced Standard Costing,Production Variance,172,,Costing,StandardCostReports,ProductionVariance,668,3749,,,
Costing,Advanced Standard Costing,Purchase Price Variance (PPV),48,216872,Costing,StandardCostReports,Index,668,2599,,Part variance between purchased price and costing method price.,
Costing,Advanced Standard Costing,Purchase Price Variance Monthly Forecast,136,,Costing,StandardCostReports,ViewPPVForecastMonthly,668,2606,,"Shows the forecasted monthly quantities, last year's unit cost, and the unit cost for the given cost model.",
Costing,Advanced Standard Costing,Purchase Price Variance Price Comparison,134,,Costing,StandardCostReports,ViewPPVPriceComparison,668,2607,,"A report showing the variance between the PO price, the Adjusted price, and the cost model price.  Searchable by date.",
Costing,Advanced Standard Costing,Rework Cost,5026,216873,VisionPlex,screen,Index,4028,8341,__actionKey=8341,,
Costing,Advanced Standard Costing,SCAR Manufacturing Variance,10925,,VisionPlex,screen,Index,2428,6735,__actionKey=6735,,
Costing,Advanced Standard Costing,Standard Consumption,1568,,VisionPlex,screen,Index,3039,7348,__actionKey=7348,,
Costing,Advanced Standard Costing,Standard Cost Activity Depletion,5716,,VisionPlex,screen,Index,3693,8006,__actionKey=8006,,
Costing,Advanced Standard Costing,Standard Cost Activity History,458,216874,VisionPlex,screen,Index,3575,7888,__actionKey=7888,,
Costing,Advanced Standard Costing,Standard Cost Variance Report (SCVR),5649,,VisionPlex,screen,Index,3219,7530,__actionKey=7530,,
Costing,Advanced Standard Costing,Zero Cost Part Operations,5754,216875,VisionPlex,screen,Index,2395,6702,__actionKey=6702,,
Costing,Cost Setup,Cost Account Orphans,1179,,VisionPlex,screen,Index,1809,6116,__actionKey=6116,,
Costing,Cost Setup,Use For Cost Accounts,1345,,VisionPlex,screen,Index,2907,7216,__actionKey=7216,,
Costing,Inventory Valuation - Standard Cost,Active Uncosted Inventory,1018,,VisionPlex,screen,Index,1997,6304,__actionKey=6304,,
Costing,Inventory Valuation - Standard Cost,Aged Inventory Valuation,1014,,VisionPlex,screen,Index,2276,6583,__actionKey=6583,,
Costing,Inventory Valuation - Standard Cost,Inventory Valuation by Building,650,,VisionPlex,screen,Index,3096,7405,__actionKey=7405,,
Costing,Job Costing,Job Cost Variance Report,203,,Costing,JobCostReports,ViewJobCostSummaryWithVarianceGrid,1237,10091,,A job cost summary report that also shows the variance.,
Costing,Job Costing,Job Cost Variances,49,,Costing,JobCostReports,ViewJobCostVarianceGrid,1237,5301,,Part variances for jobs between actual and standard costing method.,
Costing,Job Costing,Job Costs,2297,,VisionPlex,screen,Index,3530,7843,__actionKey=7843,,
Costing,Job Costing,Job Production Efficiency with Costs,68,,Costing,JobCostReports,ViewJobProductionEfficiencyWithCostsGrid,1237,10093,,The report displays the same information as the job production efficiency report except that there is a column for operation cost.  The operation cost is computed by taking the cost of the workcenter * production hours + cost of the workcenter * setup hours.,
Costing,Job Costing,Stranded Job Costs,5276,,VisionPlex,screen,Index,2521,6830,__actionKey=6830,,
Costing,Part Cost Structure,Cost Model BOM Discrepancies,470,216876,VisionPlex,screen,Index,2243,6550,__actionKey=6550,,
Costing,Part Cost Structure,Cost Model Comparison,478,216877,VisionPlex,screen,Index,6523,21766,__actionKey=21766,,
Costing,Part Cost Structure,Cost Rollup Queue,646,216878,VisionPlex,screen,Index,2244,6551,__actionKey=6551,,
Costing,Part Cost Structure,Cost Sub Type Breakdown Matrix,1005,216879,VisionPlex,screen,Index,2765,7074,__actionKey=7074,,
Costing,Part Cost Structure,Cost Type Breakdown Matrix,459,,VisionPlex,screen,Index,2241,6548,__actionKey=6548,,
Costing,Part Cost Structure,Exploded Cost Structure,10942,,Costing,CostComponents,CostComponentsExplodedViewGrid,1260,10200,,,
Costing,Part Cost Structure,Missing Cost Components,651,216880,VisionPlex,screen,Index,2240,6547,__actionKey=6547,,
Costing,Part Cost Structure,Operation Type Cost Sub Type,647,,VisionPlex,screen,Index,3223,7534,__actionKey=7534,,
Costing,Part Cost Structure,Part Cost by Sub Type,867,,VisionPlex,screen,Index,6959,23016,__actionKey=23016,,
Costing,Part Cost Structure,Part Cost Structure FIFO and LIFO,5603,,VisionPlex,screen,Index,1678,5985,__actionKey=5985,,
Costing,Part Cost Structure,Standard Cost Revision History,896,,VisionPlex,screen,Index,5831,19967,__actionKey=19967,,
Engineering,Bill of Materials,Bill of Documents,5083,,VisionPlex,screen,Index,2919,7228,__actionKey=7228,,
Engineering,Bill of Materials,Bill of Materials Calculator,5726,,Engineering,BillOfMaterialsIndentedCalculator,Index,6642,22295,,,
Engineering,Bill of Materials,Bill of Materials Component Comparison,1575,,VisionPlex,screen,Index,4144,8457,__actionKey=8457,,
Engineering,Bill of Materials,Bill of Materials Items Status,184,,Engineering,BomItemStatus,Index,1286,5042,,,
Engineering,Bill of Materials,BOM Component Availability,5121,,VisionPlex,screen,Index,1373,5623,__actionKey=5623,,
Engineering,Bill of Materials,Exploded BOM by Operation,1534,,VisionPlex,screen,Index,1927,6234,__actionKey=6234,,
Engineering,Bill of Materials,Exploded BOM Standard Hours,1530,,VisionPlex,screen,Index,1372,5622,__actionKey=5622,,
Engineering,Bill of Materials,Part Material Where Used,369,216888,Engineering,PartMaterialWhereUsed,Index,6345,20815,,,
Engineering,Bill of Materials,Rolled up Bill of Materials,5084,,VisionPlex,screen,Index,3050,7359,__actionKey=7359,,
Engineering,Customer Part Management,Customer Part Pricing,840,,VisionPlex,screen,Index,3254,7566,__actionKey=7566,,
Engineering,Customer Part Management,Customer Parts by Customer and Assignment,5085,,VisionPlex,screen,Index,3694,8007,__actionKey=8007,,
Engineering,Engineering Change Request,Engineering Change Comparison for Parts,5066,,VisionPlex,screen,Index,3019,7328,__actionKey=7328,,
Engineering,Engineering Change Request,Engineering Change Request Target Date Completions,5020,,VisionPlex,screen,Index,2517,6826,__actionKey=6826,,
Engineering,Engineering Change Request,Engineering Change Request Tool Revision Comparisons,835,,VisionPlex,screen,Index,2099,6406,__actionKey=6406,,
Engineering,Manufacturer Part,Exploded Bill of Materials Manufacturer Parts,837,,VisionPlex,screen,Index,2657,6966,__actionKey=6966,,
Engineering,Option Configurator,Build Questions & Answers,2321,,VisionPlex,screen,Index,2889,7198,__actionKey=7198,,
Engineering,Option Configurator,Option Configurator - Part BOM Search,2312,,VisionPlex,screen,Index,2100,6407,__actionKey=6407,,
Engineering,Part List,Active and Unused Parts,795,216889,VisionPlex,screen,Index,3993,8306,__actionKey=8306,,
Engineering,Part List,Cost Value Added,5086,,Engineering,ValueAddedReport,Index,708,2831,,,
Engineering,Part List,Data Problem Alert,5123,,VisionPlex,screen,Index,2368,6675,__actionKey=6675,,
Engineering,Part List,Downstream Trace,1440,216890,VisionPlex,screen,Index,3058,7367,__actionKey=7367,,
Engineering,Part List,Monthly Forge Production by Buildings,1064,,VisionPlex,screen,Index,3506,7819,__actionKey=7819,,
Engineering,Part List,Part Commodity Codes,712,,VisionPlex,screen,Index,2096,6403,__actionKey=6403,,
Engineering,Part List,Part Obsolescence,22571,,VisionPlex,screen,Index,1546,5852,__actionKey=5852,,
Engineering,Part List,Part Obsolescence - Quick,5122,,VisionPlex,screen,Index,2093,6400,__actionKey=6400,,
Engineering,Part List,Part Process Plans,805,,Engineering,partprocessplan,Index,1092,3676,,,
Engineering,Part List,Part Status Analysis,2305,,VisionPlex,screen,Index,3619,7932,__actionKey=7932,,
Engineering,Part List,Part Summary,5137,,Engineering,PartNoSummary,Index,550,2024,,,
Engineering,Part List,Parts Without Images,1066,,VisionPlex,screen,Index,2370,6677,__actionKey=6677,,
Engineering,Part List,Production Requirements Summary,2340,,VisionPlex,screen,Index,3512,7825,__actionKey=7825,,
Engineering,Part List,Purchased Part Data,1540,,VisionPlex,screen,Index,2367,6674,__actionKey=6674,,
Engineering,Part List,Purchased Parts on Part Operations,1541,,VisionPlex,screen,Index,2095,6402,__actionKey=6402,,
Engineering,Process Routings,Parts with Invalid Operations,5718,216891,VisionPlex,screen,Index,2097,6404,__actionKey=6404,,
Engineering,Process Routings,Process Routings (Quick),1480,,VisionPlex,screen,Index,2373,6680,__actionKey=6680,,
Engineering,Supplier Part,Enterprise Part Prices,2338,,VisionPlex,screen,Index,3963,8276,__actionKey=8276,,
Engineering,Supplier Part,Supplier Part Price Date Gaps,6310,,VisionPlex,screen,Index,7828,26474,__actionKey=26474,,
Human Resources,Applicant Tracking,High-Potential,745,,VisionPlex,screen,Index,2790,7099,__actionKey=7099,,
Human Resources,Applicant Tracking,Talent Pools,746,,VisionPlex,screen,Index,2799,7108,__actionKey=7108,,
Human Resources,Department List,Department Staffing Report,12,,HumanResources,departmentreports,Index,4646,11733,,"Departmental Report Including Manager, Hourly, Salary, Direct & Indirect Employee Counts",
Human Resources,Employee List,Contract Employee Rates,5747,,VisionPlex,screen,Index,2315,6622,__actionKey=6622,,
Human Resources,Employee List,Department Employee List,1332,,VisionPlex,screen,Index,1413,5718,__actionKey=5718,,
Human Resources,Employee List,Department Employees,213,,HumanResources,EmployeeReports,DepartmentReportView,1073,9938,,List Employees grouped by their department.,
Human Resources,Employee List,Drivers License,1330,,VisionPlex,screen,Index,2318,6625,__actionKey=6625,,
Human Resources,Employee List,Emergency Contact Information,5204,,VisionPlex,screen,Index,2317,6624,__actionKey=6624,,
Human Resources,Employee List,Employee Active Head Count,56,,HumanResources,EmployeeReports,EmployeeActiveHeadCountView,1073,9941,,Head Count Report,
Human Resources,Employee List,Employee Addresses and Spouses,235,,HumanResources,EmployeeReports,EmployeeListwSpouseReportView,1073,9943,,"Full Name, Address, Home Phone, Spouse Name. Based on Employee Status",
Human Resources,Employee List,Employee Assignments,59,,HumanResources,EmployeeAssignments,Index,1075,3547,,"List of Name, Shift, Department, Position, Reports To",
Human Resources,Employee List,Employee Birthdays,941,,VisionPlex,screen,Index,2316,6623,__actionKey=6623,,
Human Resources,Employee List,Employee Dates,5753,,VisionPlex,screen,Index,2010,6317,__actionKey=6317,,
Human Resources,Employee List,Employee Employments,726,,VisionPlex,screen,Index,2838,7147,__actionKey=7147,,
Human Resources,Employee List,Employee Ethnic Positions,225,,HumanResources,EmployeeReports,EthnicPositionReportGridView,1073,9948,,List employee by their positon and ethnic origin.,
Human Resources,Employee List,Employee Health Insurance,786,,HumanResources,EmployeeReports,ViewEmployeeHealthInsuranceGrid,1073,9957,,,
Human Resources,Employee List,Employee Insurance,749,,VisionPlex,screen,Index,1954,6261,__actionKey=6261,,
Human Resources,Employee List,Employee Position Competency Assessments,766,,VisionPlex,screen,Index,2760,7069,__actionKey=7069,,
Human Resources,Employee List,Employee Record Detail,734,,VisionPlex,screen,Index,5635,19095,__actionKey=19095,,
Human Resources,Employee List,Employee Reports,153,,HumanResources,EmployeeReports,Index,1073,3511,,Summary Report showing Employee Details.,
Human Resources,Employee List,Employee Seniority,212,,HumanResources,EmployeeReports,SeniorityReportGridView,1073,9955,,List employees based upon their Hire Date.,
Human Resources,Employee List,Employee Shift Positions,173,,HumanResources,EmployeeShifts,PositionByShiftView,4239,9542,,List of Positions and Count of Employees by Shift Group,
Human Resources,Employee List,Employee Terminations,1397,,VisionPlex,screen,Index,2313,6620,__actionKey=6620,,
Human Resources,Employee List,Employee Turnover,150,,HumanResources,EmployeeReports,EmployeeTurnoverReportGridView,1073,9945,,<br><br><b>Turnover Percentage Calculation:</b><br>((# Hired <i>[Temporary]</i> + # Hired <i>[Full Time]</i>) / Average # Employees),
Human Resources,Employee List,Employees by Status,5654,,VisionPlex,screen,Index,2319,6626,__actionKey=6626,,
Human Resources,Employee List,Enterprise Telephones,725,,VisionPlex,screen,Index,2650,6959,__actionKey=6959,,
Human Resources,Employee List,Insurance Eligibility,1013,,VisionPlex,screen,Index,1683,5990,__actionKey=5990,,
Human Resources,Employee List,Insurance Eligibility Report,750,,VisionPlex,screen,Index,2764,7073,__actionKey=7073,,
Human Resources,Employee List,Matrix Organization Chart,57,,HumanResources,EmployeeReports,MatrixOrgReportView,1073,9950,,A Matrix of Departments ( Columns ) and Product Types ( Rows ),
Human Resources,Employee List,New Hires and Terminations,13,,HumanResources,EmployeeReports,EmployeeNewHiresTerminationsReportView,1073,9944,,List of New Hires / Terminations for a given Date Range,
Human Resources,Employee List,Organization Chart,20,,HumanResources,EmployeeReports,OrgChartFilteredGridView,1073,9951,,Displays the Organization based upon the Reports To field - Filterable by Department and Employee Status.,
Human Resources,Employee List,Terminations,19167,,VisionPlex,screen,Index,1739,6046,__actionKey=6046,,
Human Resources,Employee Records,Employee Record Revisions,736,,VisionPlex,screen,Index,2724,7033,__actionKey=7033,,
Human Resources,Employee Records,Employee Records,226,,HumanResources,EmployeeRecordReports,Index,1223,4475,,List employee records.,
Human Resources,Employee Records,Employee Time in Position,789,,HumanResources,EmployeeRecordReports,ViewEmployeeTimeInPosition,1223,4621,,,
Human Resources,Employee Review System,Employee Review Measurements,781,,VisionPlex,screen,Index,1722,6029,__actionKey=6029,,
Human Resources,Employee Review System,Performance Reviews,653,,VisionPlex,screen,Index,2037,6344,__actionKey=6344,,
Human Resources,Employee Suggestion System,Suggestion Details,754,,VisionPlex,screen,Index,2323,6630,__actionKey=6630,,
Human Resources,Injury Tracking,Injuries by Building,5746,,VisionPlex,screen,Index,3336,7648,__actionKey=7648,,
Human Resources,Injury Tracking,Injuries by Category,5717,,VisionPlex,screen,Index,3338,7650,__actionKey=7650,,
Human Resources,Injury Tracking,Injuries by Group,5744,,VisionPlex,screen,Index,3340,7652,__actionKey=7652,,
Human Resources,Injury Tracking,Injuries by Month,1346,,VisionPlex,screen,Index,3335,7647,__actionKey=7647,,
Human Resources,Injury Tracking,Injuries by Severity,5728,,VisionPlex,screen,Index,3341,7653,__actionKey=7653,,
Human Resources,Injury Tracking,Injury Days by Plant,5656,,VisionPlex,screen,Index,2321,6628,__actionKey=6628,,
Human Resources,Point System,Employee Points,796,,HumanResources,employeepointsreports,ViewEmployeePointsReportsGrid,4449,14805,,,
Human Resources,Positions and Job Descriptions,Incentive Positions,1331,,VisionPlex,screen,Index,2320,6627,__actionKey=6627,,
Human Resources,Skill Matrix,Skill Reports,30,,HumanResources,SkillReports,Index,4615,11337,,Report on Skill Group Members,
Human Resources,Time and Attendance Labor Tracking,Attendance Analysis,247,,HumanResources,Attendance,ViewAttendanceAnalysisGrid,4266,18725,,Report on Clockin Types,
Human Resources,Time and Attendance Labor Tracking,Attendance Missing Hours,737,,VisionPlex,screen,Index,2469,6777,__actionKey=6777,,
Human Resources,Time and Attendance Labor Tracking,Attendance Status,744,,HumanResources,AttendanceStatus,Index,4580,10999,,,
Human Resources,Time and Attendance Labor Tracking,Badge Reads,740,,VisionPlex,screen,Index,1470,5775,__actionKey=5775,,
Human Resources,Time and Attendance Labor Tracking,Cost Labor Variance,738,,VisionPlex,screen,Index,2598,6907,__actionKey=6907,,
Human Resources,Time and Attendance Labor Tracking,Employee Labor Cost,12371,,HumanResources,LaborReports,ViewLaborCostByEmployeeGrid,4716,13076,,,
Human Resources,Time and Attendance Labor Tracking,Employee Labor Summary,5774,,HumanResources,LaborReports,ViewEmployeeLaborSummaryGrid,4716,13084,,,
Human Resources,Time and Attendance Labor Tracking,Labor Efficiencies,18414,,HumanResources,LaborReports,ViewLaborEfficiencyReport,4716,13077,,,
Human Resources,Time and Attendance Labor Tracking,Labor Efficiency Summary,449,,HumanResources,LaborReports,ViewLaborEfficiencySummary,4716,12382,,,
Human Resources,Time and Attendance Labor Tracking,Labor Hours Statistics,784,,HumanResources,LaborReports,ViewLaborHoursStatisticsReport,4716,13078,,,
Human Resources,Time and Attendance Labor Tracking,Labor Records,717,216892,HumanResources,LaborReports,Index,4716,13059,,,
Human Resources,Time and Attendance Labor Tracking,Labor Sites and Departments,16006,,HumanResources,LaborReports,ViewSiteAndDepartment,4716,13080,,,
Human Resources,Time and Attendance Labor Tracking,Labor Sites and Departments Summary,16007,,HumanResources,LaborReports,ViewSiteAndDepartmentSummary,4716,13081,,,
Human Resources,Time and Attendance Labor Tracking,Labor Summary,739,,VisionPlex,screen,Index,2924,7233,__actionKey=7233,,
Human Resources,Time and Attendance Labor Tracking,Supervisor Overtime Summary,915,,HumanResources,LaborReports,ViewSupervisorOtSummary,4716,13082,,,
Human Resources,Time and Attendance Labor Tracking,Time Record Revisions,741,,VisionPlex,screen,Index,2042,6349,__actionKey=6349,,
Human Resources,Time Clock Payroll Interface,Employee Overtime Levels,82,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsEmployeeOtLevelsGrid,4711,13446,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Employee Tier Levels,72,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsEmployeeTierLevelsGrid,4711,12353,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Excessive Breaks,78,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsExcessiveReportGrid,4711,13458,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Hours by Department,12957,,HumanResources,PayrollMaintenance,Index,4807,13241,,,
Human Resources,Time Clock Payroll Interface,Hours Worked by Department,758,,VisionPlex,screen,Index,2920,7229,__actionKey=7229,,
Human Resources,Time Clock Payroll Interface,Incentive Pay Payroll Hours,5197,,HumanResources,IncentivePay,ViewIncentivePayIncentivePayrollReportGrid,4871,18044,,,
Human Resources,Time Clock Payroll Interface,Incentive Pay Position Rate,169,,HumanResources,IncentivePay,ViewIncentivePayIncentivePositionRateGrid,4871,18047,,"Display Part, Workcenter, Payroll STD and Positions",
Human Resources,Time Clock Payroll Interface,Paragon Payroll Analysis Details,80,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsParagonPayrollAnalysisGrid,4711,19129,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Pay Rate Histories,757,,VisionPlex,screen,Index,1742,6049,__actionKey=6049,,
Human Resources,Time Clock Payroll Interface,Payroll Analysis Bonus,92,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsBonusReportGrid,4711,13442,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Ceridian View,83,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsCeridianViewGrid,4711,13448,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Daily Overtime Summary,87,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsDailyOtSummaryGrid,4711,13430,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Daily Summary,90,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsDailySummaryGrid,4711,13436,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Department Details,73,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsDepartmentDetailsGrid,4711,13422,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Labor Type,89,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsLaborTypeGrid,4711,13434,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Night Shift,86,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsNightShiftGrid,4711,13454,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis of Overtime and Double Time,74,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsOtDtSummaryGrid,4711,13424,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Overtime,76,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsOtDetailsGrid,4711,13428,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Pay Rates,85,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsPayRatesGrid,4711,13452,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Shift Details,84,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsShiftDetailsGrid,4711,13450,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Sunday Report,91,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsSundayWorkGrid,4711,13438,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Analysis Time Detail Report,75,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsTimeDetailGrid,4711,13426,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Labor,759,,HumanResources,payrollreports,Index,4739,12617,,,
Human Resources,Time Clock Payroll Interface,Payroll Record Overtime Analysis,88,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsOtAnalysisGrid,4711,13432,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,Payroll Summary by Department,2380,,HumanResources,payrollreports,ViewPayrollSummaryByDepartment,4739,12682,,,
Human Resources,Time Clock Payroll Interface,Payroll Summary by Employee,2230,,HumanResources,payrollreports,ViewPayrollSummaryByDeptEmployee,4739,19934,,,
Human Resources,Time Clock Payroll Interface,Payroll Variances,81,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsVarianceDetailsGrid,4711,13444,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Clock Payroll Interface,RH7 Payroll Absenteeism Medical Vacations,5159,,HumanResources,payrollreports,ViewPayrollReportsEmployeeAbsenteeismGrid,4739,23443,,,
Human Resources,Time Clock Payroll Interface,RH7 Payroll Overtime,5158,,HumanResources,payrollreports,ViewPayrollReportsOvertimeGrid,4739,23994,,,
Human Resources,Time Clock Payroll Interface,Time Clock Breaks,77,,HumanResources,PayrollAnalysisReports,ViewPayrollAnalysisReportsBreaksCounterGrid,4711,13456,,"Report on Processed Attendance Records
Weekly, Monthly, Quarterly & Yearly",
Human Resources,Time Off Tracking,Company Work Schedule,27,,HumanResources,timeoffreports,Index,4272,9703,,Report on the Next 30 Days of Employee Attendance Schedules,
Human Resources,Time Off Tracking,Offered Overtime Revisions,472,,VisionPlex,screen,Index,6525,21797,__actionKey=21797,,
Human Resources,Time Off Tracking,Time Off Hourly Accrual Liability,732,,VisionPlex,screen,Index,2491,6799,__actionKey=6799,,
Human Resources,Time Off Tracking,Vacation Tracking Reports,760,,HumanResources,VacationTrackingReports,Index,4208,9325,,,
Human Resources,Timesheet Tracking,Area Labor Hours,942,,VisionPlex,screen,Index,6952,23004,__actionKey=23004,,
Human Resources,Timesheet Tracking,Hourly Rates,833,,VisionPlex,screen,Index,3564,7877,__actionKey=7877,,
Human Resources,Timesheet Tracking,Hours Lacking,132,,HumanResources,TimesheetReports,ViewTimesheetReportsTimeTrackingHoursLackingGrid,4573,13466,,Displays the employees who do not have the specified amount of hours.,
Human Resources,Timesheet Tracking,Monthly Time Tracking Log Summary,788,,HumanResources,TimeSheetMonthly,Index,4365,10048,,,
Human Resources,Timesheet Tracking,Timesheet Reports,162,,HumanResources,TimesheetReports,Index,4573,13464,,,
Human Resources,Training Tracking,Cross-PCN Training Requests,477,,VisionPlex,screen,Index,6540,21876,__actionKey=21876,,
Human Resources,Training Tracking,Employee Transcripts,763,,VisionPlex,screen,Index,3293,7605,__actionKey=7605,,
Human Resources,Training Tracking,Multi-Entity Training Request Admin,476,,VisionPlex,screen,Index,3226,7537,__actionKey=7537,,
Human Resources,Training Tracking,Re-Training Requirements Report,5889,,HumanResources,TrainingReports,ViewTrainingReportsReGrid,6413,21618,,,
Human Resources,Training Tracking,Skills and Courses by Position,413,,VisionPlex,screen,Index,2875,7184,__actionKey=7184,,
Human Resources,Training Tracking,Training Report,5585,,HumanResources,TrainingReports,Index,6413,21200,,,
Inventory,Advanced Inventory Traceability-Product Genealogy,Actual Depletion Including Cells,1363,220980,VisionPlex,screen,Index,4085,8398,__actionKey=8398,,
Inventory,Advanced Inventory Traceability-Product Genealogy,Container Trace,5210,,VisionPlex,screen,Index,3398,7711,__actionKey=7711,,
Inventory,Advanced Inventory Traceability-Product Genealogy,Container Trace By BOM,1442,,VisionPlex,screen,Index,3641,7954,__actionKey=7954,,
Inventory,Advanced Inventory Traceability-Product Genealogy,Container Traces,5211,,Inventory,ContainerTrace,Index,4780,12957,,,
Inventory,Advanced Inventory Traceability-Product Genealogy,Container Traces by Production,1070,,VisionPlex,screen,Index,3366,7678,__actionKey=7678,,
Inventory,Advanced Inventory Traceability-Product Genealogy,Container Traces By Production,1447,,VisionPlex,screen,Index,3649,7962,__actionKey=7962,,
Inventory,Advanced Inventory Traceability-Product Genealogy,Downstream Trace Summary,1164,,VisionPlex,screen,Index,3059,7368,__actionKey=7368,,
Inventory,Advanced Inventory Traceability-Product Genealogy,Upstream Traceability,1364,216893,VisionPlex,screen,Index,4014,8327,__actionKey=8327,,
Inventory,Container Types,Container Type Item Where Used,839,,VisionPlex,screen,Index,3699,8012,__actionKey=8012,,
Inventory,Container Types,Container Type Transactions,185,,Inventory,ContainerTypeTransaction,Index,1261,4852,,Container transaction report,
Inventory,Container Types,Enterprise Packaging Owner Reconciliation,1246,,VisionPlex,screen,Index,3878,8191,__actionKey=8191,,
Inventory,Container Types,Packaging Ownership Transactions,1251,,VisionPlex,screen,Index,2684,6993,__actionKey=6993,,
Inventory,Customer Consignment Inventory,Customer Shipper Details,911,,VisionPlex,screen,Index,3700,8013,__actionKey=8013,,
Inventory,Customer Receiving,Customer Receipt History,939,,VisionPlex,screen,Index,6997,23146,__actionKey=23146,,
Inventory,Cycle Count,Cycle Count Accuracy Over Period,1316,,VisionPlex,screen,Index,3936,8249,__actionKey=8249,,
